Time,Roll,Pitch,Yaw,R1,R2,R3,R4,Voltage
161209,3.30,-1.62,21.16,1149.99,1150.00,1150.01,1150.00,11.11
161219,3.34,-1.65,21.15,1150.00,1150.01,1150.00,1149.99,11.11
161230,3.36,-1.65,21.13,1150.00,1150.00,1150.00,1150.00,10.94
161242,3.38,-1.66,21.12,1150.00,1150.00,1150.00,1150.00,10.91
161253,3.41,-1.66,21.10,1150.00,1150.01,1150.00,1149.99,10.88
161264,3.41,-1.64,21.09,1150.00,1150.00,1150.00,1150.00,11.24
161277,3.46,-1.61,21.07,1150.00,1150.01,1150.00,1149.99,11.14
161289,3.46,-1.59,21.06,1150.00,1150.00,1150.00,1150.00,10.88
161300,3.48,-1.59,21.05,1150.00,1150.00,1150.00,1150.00,11.11
161311,3.48,-1.59,21.04,1150.00,1150.00,1150.00,1150.00,10.96
161323,3.48,-1.58,21.03,1150.00,1150.00,1150.00,1150.00,11.06
161334,3.49,-1.57,21.03,1150.00,1150.00,1150.00,1150.00,11.11
161344,3.48,-1.52,21.02,1150.01,1150.00,1149.99,1150.00,11.01
161357,3.47,-1.42,21.01,1150.01,1150.00,1149.99,1150.00,11.09
161369,3.44,-1.36,21.00,1150.01,1150.00,1149.99,1150.00,10.86
161380,3.43,-1.32,21.00,1150.00,1150.00,1150.00,1150.00,11.16
161391,3.42,-1.30,20.99,1150.00,1150.00,1150.00,1150.00,11.14
161402,3.40,-1.28,20.98,1150.00,1150.00,1150.00,1150.00,10.88
161414,3.41,-1.29,20.98,1150.00,1150.00,1150.00,1150.00,11.14
161425,3.39,-1.28,20.97,1150.00,1150.00,1150.00,1150.00,10.99
161438,3.38,-1.30,20.96,1150.00,1150.00,1150.00,1150.00,11.09
161449,3.36,-1.30,20.95,1150.00,1150.00,1150.00,1150.00,10.91
161461,3.37,-1.30,20.95,1150.00,1150.00,1150.00,1150.00,11.16
161472,3.38,-1.32,20.95,1150.00,1150.00,1150.00,1150.00,11.06
161482,3.38,-1.32,20.95,1150.00,1150.00,1150.00,1150.00,11.11
161494,3.40,-1.35,20.94,1150.00,1150.01,1150.00,1149.99,10.94
161505,3.41,-1.36,20.95,1150.00,1150.00,1150.00,1150.00,11.14
161518,3.44,-1.41,20.96,1149.99,1150.01,1150.01,1149.99,11.09
161529,3.44,-1.44,20.96,1150.00,1150.00,1150.00,1150.00,11.14
161541,3.44,-1.47,20.96,1150.00,1150.00,1150.00,1150.00,10.88
161552,3.44,-1.49,20.97,1150.00,1150.00,1150.00,1150.00,10.91
161563,3.42,-1.50,20.97,1150.00,1150.00,1150.00,1150.00,11.01
161574,3.41,-1.51,20.98,1150.00,1150.00,1150.00,1150.00,11.11
161588,3.36,-1.52,20.98,1150.00,1150.00,1150.00,1150.00,11.14
161599,3.34,-1.54,20.98,1150.00,1150.00,1150.00,1150.00,11.14
161610,3.31,-1.55,20.99,1150.00,1150.00,1150.00,1150.00,10.94
161622,3.27,-1.56,20.99,1150.00,1150.00,1150.00,1150.00,11.06
161632,3.25,-1.56,20.99,1150.00,1150.00,1150.00,1150.00,11.14
161643,3.19,-1.54,20.99,1150.00,1149.99,1150.00,1150.01,11.16
161654,3.16,-1.51,20.99,1150.00,1150.00,1150.00,1150.00,10.88
161668,3.09,-1.44,21.00,1150.01,1149.99,1149.99,1150.01,10.99
161679,3.06,-1.41,21.01,1150.00,1150.00,1150.00,1150.00,11.19
161690,3.04,-1.38,21.01,1150.00,1150.00,1150.00,1150.00,10.88
161701,3.02,-1.36,21.02,1150.00,1150.00,1150.00,1150.00,11.09
161713,3.02,-1.36,21.03,1150.00,1150.00,1150.00,1150.00,11.16
161724,3.01,-1.35,21.03,1150.00,1150.00,1150.00,1150.00,11.11
161735,3.01,-1.36,21.04,1150.00,1150.00,1150.00,1150.00,11.09
161748,3.02,-1.39,21.05,1149.99,1150.00,1150.01,1150.00,11.19
161760,3.04,-1.42,21.05,1149.99,1150.00,1150.01,1150.00,11.16
161771,3.05,-1.45,21.05,1150.00,1150.00,1150.01,1150.00,10.88
161782,3.05,-1.48,21.04,1150.00,1150.00,1150.00,1150.00,10.94
161793,3.07,-1.53,21.04,1149.99,1150.01,1150.01,1149.99,11.14
161804,3.08,-1.57,21.04,1149.99,1150.00,1150.01,1150.00,10.96
161817,3.11,-1.65,21.02,1149.99,1150.01,1150.01,1149.99,11.14
161828,3.12,-1.66,21.02,1150.00,1150.00,1150.00,1150.00,11.14
161840,3.13,-1.68,21.01,1150.00,1150.00,1150.00,1150.00,11.09
161851,3.16,-1.69,21.01,1150.00,1150.01,1150.00,1149.99,11.11
161862,3.17,-1.69,21.01,1150.00,1150.00,1150.00,1150.00,10.96
161873,3.19,-1.69,21.01,1150.00,1150.01,1150.00,1149.99,11.09
161885,3.22,-1.70,21.01,1150.00,1150.01,1150.00,1149.99,11.16
161898,3.27,-1.77,21.01,1149.99,1150.01,1150.01,1149.99,10.96
161909,3.29,-1.80,21.01,1149.99,1150.00,1150.01,1150.00,11.14
161921,3.30,-1.85,21.01,1149.99,1150.00,1150.01,1150.00,11.09
161931,3.33,-1.89,21.01,1149.99,1150.01,1150.01,1149.99,11.16
161942,3.33,-1.92,21.01,1150.00,1150.00,1150.01,1150.00,10.96
161953,3.33,-1.95,21.00,1149.99,1150.00,1150.01,1150.00,10.86
161965,3.33,-1.99,20.99,1149.99,1150.00,1150.01,1150.00,11.21
161978,3.31,-2.07,20.97,1149.99,1150.00,1150.01,1150.00,10.91
161989,3.30,-2.14,20.96,1149.99,1150.00,1150.01,1150.00,11.09
162000,3.29,-2.25,20.95,1149.98,1150.00,1150.02,1150.00,10.91
162012,3.31,-2.39,20.93,1149.98,1150.00,1150.02,1150.00,10.94
162023,3.31,-2.54,20.91,1149.98,1150.00,1150.02,1150.00,10.91
162034,3.34,-2.74,20.89,1149.97,1150.01,1150.03,1149.99,10.88
162045,3.39,-2.97,20.88,1149.97,1150.01,1150.03,1149.99,11.24
162059,3.54,-3.52,20.85,1149.92,1150.02,1150.08,1149.98,10.88
162070,3.63,-3.82,20.84,1149.96,1150.01,1150.04,1149.99,11.09
162080,3.71,-4.14,20.82,1149.95,1150.01,1150.05,1149.99,11.14
162092,3.82,-4.47,20.81,1149.95,1150.02,1150.05,1149.98,10.94
162103,3.92,-4.79,20.81,1149.95,1150.02,1150.05,1149.98,10.91
162114,4.02,-5.13,20.79,1149.95,1150.02,1150.05,1149.98,10.96
162127,4.23,-5.78,20.78,1149.91,1150.03,1150.09,1149.97,11.16
162139,4.34,-6.10,20.78,1149.95,1150.02,1150.05,1149.98,11.11
162150,4.44,-6.41,20.77,1149.96,1150.02,1150.04,1149.98,10.91
162161,4.52,-6.70,20.77,1149.96,1150.01,1150.04,1149.99,11.16
162172,4.61,-7.02,20.76,1149.95,1150.02,1150.05,1149.98,10.88
162184,4.67,-7.33,20.76,1149.95,1150.01,1150.05,1149.99,10.94
162194,4.72,-7.65,20.75,1149.95,1150.01,1150.05,1149.99,11.21
162207,4.78,-8.26,20.72,1149.91,1150.01,1150.09,1149.99,11.19
162219,4.78,-8.54,20.71,1149.96,1150.00,1150.04,1150.00,11.14
162230,4.77,-8.78,20.69,1149.96,1150.00,1150.04,1150.00,11.19
162241,4.75,-9.00,20.68,1149.97,1150.00,1150.03,1150.00,11.16
162252,4.72,-9.22,20.67,1149.96,1150.00,1150.04,1150.00,10.94
162264,4.69,-9.44,20.65,1149.97,1150.00,1150.03,1150.00,11.01
162275,4.64,-9.65,20.63,1149.97,1150.00,1150.03,1150.00,11.19
162288,4.57,-10.08,20.60,1149.94,1149.99,1150.06,1150.01,11.21
162298,4.52,-10.29,20.58,1149.97,1150.00,1150.03,1150.00,11.01
162310,4.49,-10.48,20.57,1149.97,1150.00,1150.03,1150.00,10.99
162321,4.45,-10.65,20.56,1149.97,1150.00,1150.03,1150.00,10.94
162332,4.43,-10.80,20.55,1149.97,1150.00,1150.03,1150.00,11.16
162343,4.41,-10.95,20.54,1149.97,1150.00,1150.03,1150.00,11.19
162355,4.39,-11.09,20.53,1149.97,1150.00,1150.03,1150.00,10.94
162368,4.37,-11.35,20.52,1149.96,1150.00,1150.04,1150.00,11.24
162379,4.35,-11.45,20.52,1149.98,1150.00,1150.02,1150.00,10.99
162391,4.36,-11.54,20.52,1149.98,1150.00,1150.02,1150.00,10.94
162402,4.37,-11.61,20.51,1149.98,1150.00,1150.02,1150.00,10.94
162413,4.38,-11.67,20.51,1149.98,1150.00,1150.02,1150.00,11.19
162423,4.42,-11.77,20.50,1149.98,1150.01,1150.02,1149.99,11.14
162435,4.45,-11.88,20.49,1149.98,1150.01,1150.02,1149.99,10.91
162448,4.56,-12.16,20.47,1149.95,1150.02,1150.05,1149.98,11.24
162459,4.62,-12.29,20.45,1149.98,1150.01,1150.02,1149.99,10.94
162470,4.70,-12.40,20.44,1149.98,1150.01,1150.02,1149.99,10.88
162482,4.76,-12.50,20.42,1149.98,1150.01,1150.02,1149.99,10.99
162493,4.82,-12.60,20.40,1149.98,1150.01,1150.02,1149.99,11.16
162504,4.90,-12.71,20.37,1149.98,1150.01,1150.02,1149.99,10.88
162518,5.04,-12.96,20.31,1149.96,1150.02,1150.04,1149.98,10.94
162529,5.12,-13.08,20.28,1149.98,1150.01,1150.02,1149.99,10.94
162540,5.18,-13.19,20.26,1149.98,1150.01,1150.02,1149.99,10.91
162551,5.27,-13.29,20.23,1149.98,1150.02,1150.02,1149.98,10.91
162563,5.36,-13.39,20.21,1149.98,1150.01,1150.02,1149.99,10.99
162573,5.44,-13.47,20.20,1149.98,1150.01,1150.02,1149.99,10.91
162584,5.52,-13.57,20.18,1149.98,1150.01,1150.02,1149.99,10.99
162597,5.63,-13.76,20.17,1149.97,1150.02,1150.03,1149.98,10.96
162609,5.68,-13.87,20.15,1149.98,1150.01,1150.02,1149.99,11.14
162620,5.70,-13.97,20.15,1149.98,1150.01,1150.02,1149.99,11.09
162631,5.71,-14.07,20.14,1149.98,1150.01,1150.02,1149.99,10.96
162642,5.72,-14.15,20.12,1149.98,1150.00,1150.02,1150.00,10.94
162654,5.70,-14.22,20.12,1149.98,1150.00,1150.02,1150.00,10.91
162665,5.69,-14.29,20.12,1149.98,1150.00,1150.02,1150.00,11.04
162678,5.63,-14.42,20.12,1149.97,1150.00,1150.03,1150.00,11.14
162690,5.61,-14.49,20.12,1149.98,1150.00,1150.02,1150.00,11.11
162701,5.55,-14.55,20.13,1149.98,1150.00,1150.02,1150.00,10.91
162712,5.50,-14.61,20.13,1149.98,1150.00,1150.02,1150.00,10.94
162723,5.43,-14.66,20.14,1149.98,1149.99,1150.02,1150.01,10.86
162735,5.34,-14.71,20.14,1149.98,1149.99,1150.02,1150.01,10.91
162748,5.18,-14.84,20.14,1149.97,1149.98,1150.03,1150.02,11.01
162759,5.10,-14.90,20.15,1149.98,1149.99,1150.02,1150.01,10.91
162770,5.04,-14.96,20.15,1149.98,1150.00,1150.02,1150.00,10.88
162782,4.98,-14.99,20.17,1149.99,1149.99,1150.01,1150.01,11.14
162793,4.92,-15.02,20.18,1149.99,1150.00,1150.01,1150.00,11.14
162804,4.89,-15.03,20.19,1149.99,1150.00,1150.01,1150.00,11.09
162816,4.85,-15.04,20.21,1149.99,1150.00,1150.01,1150.00,11.14
162829,4.83,-15.05,20.24,1149.99,1150.00,1150.01,1150.00,11.01
162840,4.82,-15.05,20.25,1149.99,1150.00,1150.01,1150.00,11.09
162851,4.83,-15.07,20.27,1149.99,1150.00,1150.01,1150.00,11.11
162863,4.85,-15.07,20.27,1149.99,1150.01,1150.01,1149.99,10.96
162873,4.87,-15.09,20.28,1149.99,1150.01,1150.01,1149.99,10.88
162884,4.92,-15.10,20.29,1149.99,1150.01,1150.01,1149.99,10.99
162897,4.98,-15.10,20.30,1149.99,1150.01,1150.01,1149.99,10.94
162909,5.03,-15.09,20.30,1149.99,1150.01,1150.01,1149.99,11.11
162920,5.07,-15.06,20.30,1150.00,1150.01,1150.01,1149.99,10.86
162931,5.11,-15.03,20.30,1150.00,1150.01,1150.00,1149.99,11.14
162942,5.16,-14.97,20.30,1150.00,1150.01,1150.00,1149.99,10.94
162954,5.17,-14.90,20.31,1150.00,1150.01,1150.00,1149.99,10.88
162965,5.21,-14.82,20.30,1150.00,1150.01,1150.00,1149.99,11.04
162978,5.26,-14.59,20.30,1150.02,1150.01,1149.98,1149.99,10.94
162990,5.29,-14.49,20.29,1150.01,1150.01,1149.99,1149.99,11.11
163001,5.30,-14.37,20.28,1150.01,1150.00,1149.99,1150.00,10.88
163012,5.31,-14.26,20.28,1150.01,1150.01,1149.99,1149.99,10.96
163023,5.33,-14.13,20.27,1150.01,1150.01,1149.99,1149.99,10.91
163035,5.33,-13.99,20.26,1150.01,1150.00,1149.99,1150.00,11.11
163048,5.36,-13.71,20.24,1150.03,1150.01,1149.97,1149.99,11.04
163059,5.36,-13.56,20.24,1150.01,1150.00,1149.99,1150.00,10.94
163070,5.39,-13.41,20.23,1150.01,1150.01,1149.99,1149.99,10.86
163082,5.41,-13.26,20.23,1150.01,1150.01,1149.99,1149.99,10.96
163093,5.43,-13.10,20.23,1150.01,1150.01,1149.99,1149.99,10.94
163103,5.47,-12.93,20.23,1150.02,1150.01,1149.98,1149.99,10.91
163115,5.51,-12.73,20.24,1150.02,1150.01,1149.98,1149.99,10.94
163128,5.63,-12.28,20.27,1150.05,1150.02,1149.95,1149.98,10.99
163139,5.68,-12.04,20.29,1150.03,1150.01,1149.97,1149.99,10.88
163150,5.74,-11.80,20.31,1150.02,1150.01,1149.98,1149.99,11.11
163162,5.80,-11.57,20.33,1150.03,1150.01,1149.97,1149.99,11.16
163173,5.85,-11.33,20.36,1150.02,1150.01,1149.98,1149.99,11.09
163184,5.91,-11.10,20.38,1150.03,1150.01,1149.97,1149.99,11.11
163195,5.95,-10.85,20.40,1150.03,1150.01,1149.97,1149.99,11.14
163209,6.01,-10.31,20.45,1150.07,1150.01,1149.93,1149.99,11.14
163220,6.02,-10.01,20.48,1150.03,1150.00,1149.97,1150.00,10.88
163230,6.02,-9.69,20.51,1150.04,1150.00,1149.96,1150.00,10.96
163241,6.01,-9.34,20.54,1150.04,1150.00,1149.96,1150.00,10.94
163253,5.99,-8.99,20.57,1150.04,1150.00,1149.96,1150.00,10.88
163264,5.96,-8.63,20.60,1150.04,1150.00,1149.96,1150.00,10.96
163275,5.93,-8.26,20.62,1150.05,1150.00,1149.95,1150.00,11.11
163289,5.84,-7.47,20.69,1150.10,1149.99,1149.90,1150.01,11.14
163299,5.78,-7.06,20.72,1150.05,1149.99,1149.95,1150.01,11.11
163310,5.71,-6.65,20.75,1150.05,1149.99,1149.95,1150.01,11.14
163321,5.65,-6.25,20.78,1150.05,1150.00,1149.95,1150.00,11.09
163333,5.57,-5.84,20.82,1150.05,1149.99,1149.95,1150.01,10.94
163344,5.51,-5.46,20.86,1150.05,1149.99,1149.95,1150.01,10.96
163355,5.46,-5.07,20.90,1150.05,1150.00,1149.95,1150.00,11.06
163368,5.36,-4.32,20.98,1150.10,1149.99,1149.90,1150.01,10.96
163379,5.30,-3.96,21.03,1150.05,1150.00,1149.95,1150.00,11.11
163390,5.24,-3.59,21.07,1150.05,1149.99,1149.95,1150.01,11.04
163401,5.20,-3.24,21.12,1150.05,1150.00,1149.95,1150.00,10.88
163412,5.16,-2.87,21.17,1150.05,1150.00,1149.95,1150.00,10.96
163424,5.13,-2.52,21.22,1150.05,1150.00,1149.95,1150.00,10.86
163434,5.12,-2.18,21.28,1150.04,1150.00,1149.96,1150.00,10.86
163447,5.11,-1.49,21.41,1150.09,1150.00,1149.91,1150.00,11.01
163459,5.13,-1.16,21.49,1150.04,1150.01,1149.96,1149.99,10.88
163470,5.13,-0.81,21.56,1150.05,1150.00,1149.95,1150.00,10.83
163481,5.16,-0.48,21.64,1150.04,1150.01,1149.96,1149.99,10.96
163492,5.17,-0.13,21.72,1150.05,1150.01,1149.95,1149.99,11.11
163503,5.19,0.21,21.81,1150.05,1150.01,1149.95,1150.00,11.06
163514,5.22,0.54,21.90,1150.05,1150.01,1149.95,1149.99,11.11
163525,5.23,0.88,21.98,1150.05,1150.01,1149.95,1150.00,10.96
163538,5.24,1.50,22.14,1150.09,1150.00,1149.91,1150.00,11.06
163550,5.22,1.82,22.21,1150.04,1150.00,1149.96,1150.00,10.88
163561,5.19,2.13,22.28,1150.04,1150.00,1149.96,1150.00,10.94
163571,5.16,2.45,22.35,1150.04,1150.00,1149.96,1150.00,10.99
163582,5.10,2.75,22.41,1150.04,1149.99,1149.96,1150.01,11.06
163594,5.05,3.05,22.46,1150.04,1150.00,1149.96,1150.00,11.04
163605,4.97,3.35,22.51,1150.04,1149.99,1149.96,1150.01,11.01
163618,4.81,3.97,22.61,1150.09,1149.98,1149.91,1150.02,11.01
163630,4.72,4.30,22.65,1150.05,1149.99,1149.95,1150.01,11.01
163640,4.62,4.65,22.70,1150.05,1149.99,1149.95,1150.01,10.96
163651,4.54,5.01,22.74,1150.05,1149.99,1149.95,1150.01,11.01
163662,4.43,5.39,22.78,1150.05,1149.99,1149.95,1150.01,10.81
163674,4.34,5.76,22.83,1150.05,1149.99,1149.95,1150.01,10.91
163685,4.25,6.13,22.86,1150.05,1149.99,1149.95,1150.01,11.04
163698,4.10,6.83,22.93,1150.10,1149.98,1149.90,1150.02,10.94
163709,4.04,7.18,22.96,1150.05,1149.99,1149.95,1150.01,11.06
163720,3.98,7.51,22.99,1150.05,1150.00,1149.95,1150.00,10.86
163731,3.97,7.82,23.02,1150.05,1150.00,1149.95,1150.00,10.96
163742,3.94,8.13,23.05,1150.05,1150.00,1149.95,1150.00,10.94
163753,3.96,8.42,23.08,1150.04,1150.00,1149.96,1150.00,10.83
163765,3.98,8.70,23.11,1150.04,1150.01,1149.96,1149.99,11.01
163778,4.06,9.23,23.17,1150.08,1150.01,1149.92,1149.99,11.14
163789,4.10,9.49,23.20,1150.04,1150.01,1149.96,1149.99,11.01
163801,4.15,9.73,23.23,1150.04,1150.01,1149.96,1149.99,11.09
163811,4.21,9.97,23.25,1150.04,1150.01,1149.96,1149.99,11.19
163822,4.26,10.22,23.27,1150.04,1150.01,1149.96,1149.99,11.11
163833,4.31,10.46,23.29,1150.04,1150.01,1149.96,1149.99,11.11
163845,4.36,10.70,23.31,1150.04,1150.01,1149.96,1149.99,11.04
163858,4.43,11.11,23.33,1150.06,1150.01,1149.94,1149.99,10.94
163869,4.46,11.28,23.33,1150.03,1150.01,1149.97,1149.99,11.06
163880,4.47,11.44,23.32,1150.03,1150.00,1149.97,1150.00,11.01
163892,4.50,11.58,23.32,1150.03,1150.01,1149.97,1149.99,10.94
163903,4.52,11.72,23.31,1150.03,1150.01,1149.97,1149.99,10.91
163914,4.53,11.84,23.30,1150.02,1150.00,1149.98,1150.00,11.01
163926,4.54,11.95,23.30,1150.02,1150.00,1149.98,1150.00,11.04
163939,4.52,12.17,23.28,1150.04,1150.00,1149.96,1150.00,10.88
163950,4.51,12.26,23.27,1150.02,1150.00,1149.98,1150.00,11.14
163961,4.48,12.35,23.26,1150.02,1150.00,1149.98,1150.00,11.19
163973,4.45,12.42,23.25,1150.02,1150.00,1149.98,1150.00,10.86
163984,4.44,12.48,23.24,1150.02,1150.00,1149.98,1150.00,10.94
163995,4.41,12.55,23.23,1150.02,1150.00,1149.98,1150.00,11.21
164008,4.39,12.66,23.23,1150.02,1150.00,1149.98,1150.00,11.19
164020,4.37,12.70,23.23,1150.01,1150.00,1149.99,1150.00,10.94
164031,4.38,12.72,23.24,1150.01,1150.00,1149.99,1150.00,11.26
164042,4.37,12.74,23.25,1150.01,1150.00,1149.99,1150.00,10.94
164054,4.37,12.74,23.26,1150.01,1150.00,1149.99,1150.00,10.91
164065,4.38,12.74,23.28,1150.01,1150.00,1149.99,1150.00,10.96
164078,4.34,12.77,23.30,1150.01,1150.00,1149.99,1150.00,10.96
164089,4.33,12.81,23.31,1150.01,1150.00,1149.99,1150.00,10.88
164101,4.30,12.84,23.32,1150.01,1150.00,1149.99,1150.00,10.94
164112,4.28,12.85,23.33,1150.01,1150.00,1149.99,1150.00,11.24
164123,4.26,12.87,23.33,1150.01,1150.00,1149.99,1150.00,11.14
164134,4.25,12.88,23.34,1150.01,1150.00,1149.99,1150.00,10.94
164146,4.25,12.88,23.35,1150.01,1150.00,1149.99,1150.00,11.29
164159,4.24,12.86,23.38,1150.01,1150.00,1149.99,1150.00,10.91
164170,4.25,12.85,23.39,1150.01,1150.00,1149.99,1150.00,11.11
164182,4.23,12.84,23.40,1150.01,1150.00,1149.99,1150.00,10.99
164193,4.23,12.81,23.41,1150.00,1150.00,1150.00,1150.00,10.94
164204,4.23,12.81,23.42,1150.01,1150.00,1149.99,1150.00,10.94
164215,4.20,12.80,23.43,1150.01,1150.00,1149.99,1150.00,11.04
164229,4.18,12.76,23.44,1150.00,1150.00,1150.00,1150.00,11.26
164240,4.15,12.70,23.44,1150.00,1150.00,1150.00,1150.00,11.16
164251,4.15,12.62,23.45,1150.00,1150.00,1150.00,1150.00,11.14
164262,4.11,12.55,23.44,1150.00,1150.00,1150.00,1150.00,11.19
164274,4.08,12.46,23.44,1149.99,1150.00,1150.01,1150.00,10.94
164285,4.06,12.35,23.44,1149.99,1150.00,1150.01,1150.00,11.16
164298,3.98,12.12,23.43,1149.98,1149.99,1150.02,1150.01,11.21
164310,3.95,12.00,23.43,1149.99,1150.00,1150.01,1150.00,10.96
164321,3.90,11.86,23.42,1149.99,1150.00,1150.01,1150.00,11.14
164332,3.87,11.69,23.42,1149.98,1150.00,1150.02,1150.00,11.01
164343,3.81,11.52,23.41,1149.98,1150.00,1150.02,1150.01,11.19
164355,3.75,11.33,23.39,1149.98,1149.99,1150.02,1150.01,10.88
164366,3.71,11.13,23.38,1149.98,1150.00,1150.02,1150.00,11.04
164379,3.59,10.74,23.34,1149.95,1149.99,1150.05,1150.01,11.14
164390,3.54,10.55,23.33,1149.98,1149.99,1150.02,1150.01,11.14
164402,3.47,10.36,23.31,1149.98,1149.99,1150.02,1150.01,10.91
164413,3.42,10.17,23.30,1149.98,1150.00,1150.02,1150.00,11.01
164424,3.35,9.98,23.28,1149.98,1149.99,1150.02,1150.01,10.99
164435,3.29,9.78,23.26,1149.98,1149.99,1150.02,1150.01,10.96
164449,3.18,9.36,23.22,1149.95,1149.99,1150.05,1150.01,11.24
164459,3.14,9.12,23.20,1149.97,1150.00,1150.03,1150.00,11.16
164470,3.12,8.88,23.18,1149.97,1150.00,1150.03,1150.00,11.06
164482,3.08,8.64,23.17,1149.97,1150.00,1150.03,1150.00,10.94
164493,3.06,8.39,23.15,1149.97,1150.00,1150.03,1150.00,11.16
164504,3.04,8.16,23.14,1149.97,1150.00,1150.03,1150.00,11.01
